profile_id,run,model,intent,reasoning,parse_error,latency_s
B_industry_icp,3,apertus-70b-instruct-2509,Low Intent,Low engagement metrics (no email response) and large company size (5000) may indicate a less urgent need for our services.,,57.99
B_region_icp,5,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement. Company size and industry are neutral indicators.,,37.78
B_website_dwell_time_low,5,apertus-70b-instruct-2509,Low Intent,"Low engagement metrics (website dwell time 15 sec, no email response) and large company size (5000) suggest a lack of immediate interest.",,100.53
E_company_size_low,1,apertus-70b-instruct-2509,High Intent,Company size (10) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.,,18.74
A_company_size_low,2,openai-gpt-oss-120b,High Intent,The presence of a demo request (demo_requests=1) combined with a positive email response and 4‑minute dwell time indicates strong purchase interest.,,17.82
A_region_icp,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the engagement metrics show a moderate level of interest, but not strong enough to indicate high intent.",,37.9
B_demo_requests_low,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but dwell time is short (40 sec), and there are no demo requests or email responses, indicating low purchase intent.",,38.08
D_company_size_high,4,apertus-70b-instruct-2509,High Intent,Company size (10000) and industry (Energy) suggest significant potential for data analytics and AI integration. Multiple demo requests and positive email response indicate strong interest.,,133.46
E_region_non-icp,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size of 250 and website dwell time of 1 min indicate limited engagement, while only one demo request was made.",,15.94
A_industry_non-icp,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the industry is Public Service, which may not be a typical target for our AI integration services. The dwell time on the website is 4 minutes, which is average, and the demo request is low (1). The email response is positive, but the overall engagement metrics do not indicate strong purchase intent.",,38.2
E_email_response_icp,2,openai-gpt-oss-120b,High Intent,The positive demo_requests and the proactive email_response indicating a meeting request signal strong purchase intent.,,37.94
D_industry_non-icp,4,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and industry (Public Service) indicate a large organization with potential for data analytics and AI integration, while website dwell time (2.5 min) and demo requests (2) suggest engagement, and email response ('This looks relevant') indicates strong interest.",,18.95
C_email_response_non-icp,5,openai-gpt-oss-120b,Low Intent,"Despite 2 demo_requests and 7 min dwell time, the explicit email_response of ""We’re not interested"" indicates low purchase intent.",,57.69
A_website_dwell_time_high,2,openai-gpt-oss-120b,High Intent,"Strong signals: website_dwell_time=10min, demo_requests=1, and positive email response",,56.5
D_region_icp,4,openai-gpt-oss-120b,High Intent,Multiple demo_requests (2) and a positive email response indicate strong purchase intent.,,57.18
A_industry_icp,3,apertus-70b-instruct-2509,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response 'looks interesting' suggests openness to more information.,,20.37
D_demo_requests_high,4,apertus-70b-instruct-2509,High Intent,Company size 1200 (large enterprise) and industry Energy (high-value sector) indicate strong potential for data analytics and AI integration. Multiple demo requests and positive email response further support high intent.,,19.61
A_industry_non-icp,1,apertus-70b-instruct-2509,High Intent,"Company size (500) and industry (Public Service) suggest a potential for significant impact and scalability. Website dwell time (4 min) and demo request indicate active interest. Email response 'Looks interesting, could you send more info?' suggests readiness to engage further.",,37.53
A_region_icp,1,openai-gpt-oss-120b,High Intent,Demo request (demo_requests=1) and positive email response indicate strong purchase interest despite moderate website dwell time.,,17.2
B_email_response_icp,3,apertus-70b-instruct-2509,High Intent,High website dwell time (40 sec) and a demo request indicate strong interest. Email response suggests readiness for next steps.,,39.02
A_industry_icp,4,openai-gpt-oss-120b,High Intent,The presence of a demo request (demo_requests=1) combined with a positive email response and 4-minute dwell time indicates strong purchase interest.,,17.92
D_email_response_non-icp,4,apertus-70b-instruct-2509,Low Intent,"Email response indicates lack of interest, despite multiple demo requests.",,19.66
E_demo_requests_low,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size of 250 and low engagement metrics (1 min website dwell time, 0 demo requests) indicate limited interest in our services.",,18.09
A_company_size_high,4,apertus-70b-instruct-2509,High Intent,"Company size (10000) and industry (Finance) indicate a large potential customer with a high need for data analytics and AI integration. Website dwell time (4 min) and demo request suggest active interest. Email response 'Looks interesting, could you send more info?' indicates readiness to engage further.",,132.45
C_website_dwell_time_low,2,apertus-70b-instruct-2509,High Intent,High engagement metrics (2 demo requests) and promising email response indicate strong interest in the solution.,,75.06
E_demo_requests_low,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 250, which is relatively small, and website dwell time is 1 min, indicating limited engagement.",,37.17
C_email_response_icp,3,meta-llama-3.1-8b-instruct,High Intent,"Company size is large (80), and the industry is Healthcare, which is a key focus area for our firm. The customer has also shown strong engagement with our website (7 min dwell time) and has requested two demos, indicating a high level of interest. Additionally, the customer has responded positively to an email, expressing a desire to schedule a meeting next week.",,100.35
E_region_icp,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size of 250 and website dwell time of 1 min indicate limited engagement, while only 1 demo request was made.",,0.45
B_company_size_low,2,openai-gpt-oss-120b,High Intent,Demo_requests=1 indicates strong interest despite low email_response and modest website_dwell_time=40s.,,19.77
E_region_non-icp,3,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest potential for large-scale data analytics and AI integration. The demo request further indicates active interest.,,57.66
B_region_icp,1,openai-gpt-oss-120b,High Intent,The presence of a demo request (demo_requests=1) indicates strong purchase interest despite no email response.,,129.64
D_website_dwell_time_low,4,openai-gpt-oss-120b,High Intent,Multiple demo_requests (2) and a positive email response outweigh low website_dwell_time.,,18.96
E_email_response_non-icp,1,apertus-70b-instruct-2509,Low Intent,Low website dwell time (1 min) and email response indicating no interest.,,38.28
B_company_size_high,3,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement.,,18.89
C_email_response_icp,5,openai-gpt-oss-120b,High Intent,"Strong signals: website_dwell_time=7min, demo_requests=2, and a positive email response proposing a meeting.",,38.04
B_region_non-icp,3,openai-gpt-oss-120b,High Intent,"The presence of a demo request (demo_requests=1) outweighs the lack of email response, indicating strong purchase intent.",,18.97
B_demo_requests_high,5,openai-gpt-oss-120b,High Intent,The presence of 3 demo_requests indicates strong purchase intent despite no email response.,,37.58
A_demo_requests_high,4,apertus-70b-instruct-2509,High Intent,Company size (500) and industry (Finance) indicate a high potential for AI and data analytics adoption. Multiple demo requests and positive email response further support strong interest.,,20.1
E_demo_requests_high,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (250) and demo requests (3) indicate a medium to large organization with interest in our services, while website dwell time (1 min) is relatively short but may be sufficient for a retail company in South America.",,55.83
